clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id,latlng
Directions to the liquor store,Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,530,"29.9511, -90.0715"
"""Easy-Ridin' Buggy"" (V)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,531,"32.6410, -90.3648"
"""Easy-Ridin' Buggy"" (V)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,532,"29.9511, -90.0715"
"""Easy-Ridin' Buggy"" (V)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,533,"32.6410, -90.3648"
"""Easy-Ridin' Buggy"" (V)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,534,"29.9511, -90.0715"
"Joke about buying a car with ""no money down""",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,535,"32.6410, -90.3648"
"Joke about buying a car with ""no money down""",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,536,"29.9511, -90.0715"
"""Cherry Ball Blues"" (III)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,537,"32.6410, -90.3648"
"""Cherry Ball Blues"" (III)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,538,"29.9511, -90.0715"
"""Cherry Ball Blues"" (III)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,539,"32.6410, -90.3648"
"""Cherry Ball Blues"" (III)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,540,"29.9511, -90.0715"
"""Devil Got My Woman"" (III)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,541,"32.6410, -90.3648"
"""Devil Got My Woman"" (III)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,542,"29.9511, -90.0715"
"""Devil Got My Woman"" (III)",Benjamin,"Spiress
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,543,"32.6410, -90.3648"
"""Devil Got My Woman"" (III)",Benjamin,"Spiress
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,544,"29.9511, -90.0715"
"""Hard Time Killing Floor"" (III)",Jack,"Owen
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,545,"32.6410, -90.3648"
"""Hard Time Killing Floor"" (III)",Jack,"Owen
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,546,"29.9511, -90.0715"
"""Hard Time Killing Floor"" (III)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,547,"32.6410, -90.3648"
"""Hard Time Killing Floor"" (III)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,548,"29.9511, -90.0715"
"""Can't See Blues""",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,549,"32.6410, -90.3648"
"""Can't See Blues""",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,550,"29.9511, -90.0715"
"""Can't See Blues""",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,551,"32.6410, -90.3648"
"""Can't See Blues""",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,552,"29.9511, -90.0715"
Jack Owens' biography and first tune,Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,553,"32.6410, -90.3648"
Jack Owens' biography and first tune,Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,554,"29.9511, -90.0715"
"""Unidentified blues"" (III)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,555,"32.6410, -90.3648"
"""Unidentified blues"" (III)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,556,"29.9511, -90.0715"
"""Must Not Be Long Getting Along""",Jack,"Owen
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,557,"32.6410, -90.3648"
"""Must Not Be Long Getting Along""",Jack,"Owen
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,558,"29.9511, -90.0715"
"""Give Me Your Money""",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,559,"32.6410, -90.3648"
"""Give Me Your Money""",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,560,"29.9511, -90.0715"
"""Catfish Blues"" (II)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,561,"32.6410, -90.3648"
"""Catfish Blues"" (II)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,562,"29.9511, -90.0715"
"""Catfish Blues"" (II)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,563,"32.6410, -90.3648"
"""Catfish Blues"" (II)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,564,"29.9511, -90.0715"
"""Catfish Blues"" (III)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,565,"32.6410, -90.3648"
"""Catfish Blues"" (III)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,566,"29.9511, -90.0715"
"""Catfish Blues"" (III)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,567,"32.6410, -90.3648"
"""Catfish Blues"" (III)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,568,"29.9511, -90.0715"
"Benjamin ""Bud"" Spires's jokes",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,569,"32.6410, -90.3648"
"Benjamin ""Bud"" Spires's jokes",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,570,"29.9511, -90.0715"
"""Can't See Blues"" (II)",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,571,"32.6410, -90.3648"
"""Can't See Blues"" (II)",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,572,"29.9511, -90.0715"
"""Can't See Blues"" (II)",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,573,"32.6410, -90.3648"
"""Can't See Blues"" (II)",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,574,"29.9511, -90.0715"
"""I Thank You Jesus""",Dorothy,"James
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,575,"40.7989, -81.3784"
"""I Thank You Jesus""",Dorothy,"James
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,576,"29.9511, -90.0715"
"""I Thank You Jesus""",Kay,"Flemings
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,577,"40.7989, -81.3784"
"""I Thank You Jesus""",Kay,"Flemings
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,578,"29.9511, -90.0715"
"""I Been Moanin'""",Jack,"Owens
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,579,"32.6410, -90.3648"
"""I Been Moanin'""",Jack,"Owens
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,580,"29.9511, -90.0715"
"""I Been Moanin'""",Benjamin,"Spires
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,Mississippi Delta and Hill Country 1978,581,"32.6410, -90.3648"
"""I Been Moanin'""",Benjamin,"Spires
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,Mississippi Delta and Hill Country 1978,582,"29.9511, -90.0715"
"""I Don't Want to Be Lost""",Kay,"Flemings
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,583,"40.7989, -81.3784"
"""I Don't Want to Be Lost""",Kay,"Flemings
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,584,"29.9511, -90.0715"
"""The Angels In Heaven Done Know My Name""",Kay,"Flemings
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,585,"40.7989, -81.3784"
"""The Angels In Heaven Done Know My Name""",Kay,"Flemings
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,586,"29.9511, -90.0715"
"""I Been Redeemed""",Dorothy,"James
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,587,"40.7989, -81.3784"
"""I Been Redeemed""",Dorothy,"James
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,588,"29.9511, -90.0715"
"""I Been Redeemed""",Kay,"Flemings
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,589,"40.7989, -81.3784"
"""I Been Redeemed""",Kay,"Flemings
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,590,"29.9511, -90.0715"
"""Wade in the Water""",Kay,"Flemings
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,591,"40.7989, -81.3784"
"""Wade in the Water""",Kay,"Flemings
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,592,"29.9511, -90.0715"
"""I'm So Glad I Got My Religion in Time""",Rev.,"Hart
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,Mississippi Delta and Hill Country 1978,593,"40.7989, -81.3784"
"""I'm So Glad I Got My Religion in Time""",Rev.,"Hart
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,Mississippi Delta and Hill Country 1978,594,"29.9511, -90.0715"
